,tweet id, tweet, label,tweet_cleaned
6500,'263144488929751040',RT @TrevorDickerson: National Hurricane Center decided to downgrade Hurricane Sandy to an extratropical storm. CNN decided to arbitraril ...,on-topic,rt <allcaps> <user> : national hurricane center decided to downgrade hurricane sandy to an extratropical storm . cnn <allcaps> decided to arbitraril . <repeat>
6501,'262600451466342400',RT @BigFrankenStorm: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic,rt <allcaps> <user> : i went <allcaps> to <allcaps> highschool <allcaps> wit <allcaps> irene <allcaps> . she <allcaps> can <allcaps> ' t even <allcaps> twerk <allcaps> . she <allcaps> ain <allcaps> ' t bout <allcaps> dat <allcaps> hurricane <allcaps> lyfe <allcaps> .
6502,'262596440025624576',The hurricane sandy tweets Lmao&gt;&gt;&gt;,on-topic,the hurricane sandy tweets lmao > > >
6503,'262675178914455553',RT @madisonnn143: Everyone's happy as shit cause' there's no school tomorrow bc of the hurricane but bitch I already had school off *fli ...,on-topic,rt <allcaps> <user> : everyone 's happy as shit cause ' there 's no school tomorrow bc of the hurricane but bitch i already had school off * fli . <repeat>
6504,'262755991001657344',RT @RachhLoves: Sending prayers and love to all those in Hurricane Sandy's path. Be safe everyone!!,on-topic,rt <allcaps> <user> : sending prayers and love to all those in hurricane sandy 's path . be safe everyone ! <repeat>
6505,'262680190067548161',RT @Chris_lRawDog1: I kinda hope the hurricane hits hvcc,on-topic,rt <allcaps> <user> : i kinda hope the hurricane hits hvcc
6506,'262576677190782976',@chucktodd R u In FRANKENSTORM path-  we r -Queens-wish were Near BATTERY Pk want to see That WATER--NYC closed! No BUSES SUBWAYS SCHOOL,on-topic,<user> r u in frankenstorm <allcaps> path - we r - queens-wish were near battery <allcaps> pk want to see that water <allcaps> -- nyc <allcaps> closed ! no buses <allcaps> subways <allcaps> school <allcaps>
6507,'262527254142275585',Hurricane sandy is fucking my day up!,on-topic,hurricane sandy is fucking my day up !
6508,'262406532367540224',RT @aSandyHurricane: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic,rt <allcaps> <user> : hurricane <allcaps> sandy <allcaps> ain <allcaps> ' t even <allcaps> a scary <allcaps> name <allcaps> tho <allcaps> . i need <allcaps> a terrifying <allcaps> name <allcaps> like <allcaps> hurricane <allcaps> shanaynay <allcaps> or <allcaps> sum <allcaps> shit <allcaps> .
6509,'263118395933863937',RT @RealDShowers: Hurricane #Sandy hit New York hard tho http://t.co/3H79OuRu,on-topic,rt <allcaps> <user> : hurricane <hashtag> sandy hit new york hard tho <url>
6510,'262736905186189313',RT @AHurricaneSandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,off-topic,rt <allcaps> <user> : i went <allcaps> to <allcaps> highschool <allcaps> wit <allcaps> irene <allcaps> . she <allcaps> can <allcaps> ' t even <allcaps> twerk <allcaps> . she <allcaps> ain <allcaps> ' t bout <allcaps> dat <allcaps> hurricane <allcaps> lyfe <allcaps> .
6511,'263296808338460673',Power is back! Take that #Frankenstorm,on-topic,power is back ! take that <hashtag> frankenstorm
6512,'262663981502717952',I'm honestly just not in a hurricane mood...,on-topic,i 'm honestly just not in a hurricane mood . <repeat>
6513,'262904245538410496',@gohamnewt that hurricane gonna take my lil ass to an new state,on-topic,<user> that hurricane gon na take my lil ass to an new state
6514,'263042707264512000',RT @SkepticalAfrica: What if gangnam style is actually just a giant rain dance and you Americans brought this hurricane on yourselves #Sandy,on-topic,rt <allcaps> <user> : what if gangnam style is actually just a giant rain dance and you americans brought this hurricane on yourselves <hashtag> sandy
6515,'262612463818797056',Tell me more about this devastating Category 1 storm... ?? #hurricane #sandy #sigh http://t.co/JJOR0E9Z,on-topic,tell me more about this devastating category <number> storm . <repeat> ? <repeat> <hashtag> hurricane <hashtag> sandy <hashtag> sigh <url>
6516,'262725437241835521',Blame the #jersey #Hurricane on a business that shouldn't exist yet is next to the state police (shrug).,on-topic,blame the <hashtag> jersey <hashtag> hurricane on a business that should n't exist yet is next to the state police -LRB- shrug -RRB- .
6517,'262896602849636352',Social Media: U.S. Stock Trading Canceled Because of Hurricane Sandy http://t.co/2HcG7fJN,on-topic,social media : u.s. stock trading canceled because of hurricane sandy <url>
6518,'262368595319861248',@Mr_LeeJackson lol you would be out right in the middle of the hurricane,on-topic,<user> lol you would be out right in the middle of the hurricane
6519,'262967945125322752',RT @faylortitz: David can hardly sit still for 5 minutes... this hurricane will be the death of both of us.,on-topic,rt <allcaps> <user> : david can hardly sit still for <number> minutes . <repeat> this hurricane will be the death of both of us .
6520,'263426747989639169',"Hurricane Sandy & Fab. Tuesday October 30, 2012. | betashop http://t.co/XPZYR6GM  Everything in New York is affected.",on-topic,hurricane sandy & fab . tuesday october <number> <number> | betashop <url> everything in new york is affected .
6521,'262896678636503042',NEW YORK (AP) -- All major U.S. stock exchanges will remain closed Monday with Hurricane Sandy due to make landfall on the East Coast.,on-topic,new <allcaps> york <allcaps> -LRB- ap <allcaps> -RRB- -- all major u.s. stock exchanges will remain closed monday with hurricane sandy due to make landfall on the east coast .
6522,'262998720847687681',“@TheFauxMilaniaG: what if gangnam style was really a giant raindance and we brought this hurricane on ourselves?”,on-topic,<user> : what if gangnam style was really a giant raindance and we brought this hurricane on ourselves ?
6523,'263314935365398528',Wearing a NFTY NEL shirt and SW sweat pants! I think that makes for a pretty nice hurricane day outfit! also 3 day until #fall12 #NFTYNEL,on-topic,wearing a nfty <allcaps> nel <allcaps> shirt and sw <allcaps> sweat pants ! i think that makes for a pretty nice hurricane day outfit ! also <number> day until <hashtag> fall <number> <hashtag> nftynel <allcaps> <allcaps>
6524,'263325650973257728',RT @HurricaaneSandy: OH SHIT JUST DESTROYED A STARBUCKS. NOW I'M A PUMPKIN SPICE HURRICANE.,on-topic,rt <allcaps> <user> : oh <allcaps> shit <allcaps> just <allcaps> destroyed <allcaps> a starbucks <allcaps> . now <allcaps> i 'm a pumpkin <allcaps> spice <allcaps> hurricane <allcaps> .
6525,'262851833888927744',Airlines cancel thousands of flights due to Sandy: TEL AVIV (MarketWatch) -- As Hurricane Sandy bears down on th... http://t.co/8bJkAQoL,on-topic,airlines cancel thousands of flights due to sandy : tel <allcaps> aviv <allcaps> -LRB- marketwatch -RRB- -- as hurricane sandy bears down on th . <repeat> <url>
6526,'262977642322604032',RT @MrKookies: I hope all my American friends and foes are safe. Hurricane Sandy please spare us the grief & sorrow.,on-topic,rt <allcaps> <user> : i hope all my american friends and foes are safe . hurricane sandy please spare us the grief & sorrow .
6527,'262719285900759040',RT @tomlinsalad: can hurricane sandy blow me a boyfriend and a mcdonalds happy meal while its at it,on-topic,rt <allcaps> <user> : can hurricane sandy blow me a boyfriend and a mcdonalds happy meal while its at it
6528,'262486026407260160',"@_AmandaFoley It is literally the worst. Oh hey, so how about that frankenstorm guys? Are people terrified enough yet?",on-topic,"<user> it is literally the worst . oh hey , so how about that frankenstorm guys ? are people terrified enough yet ?"
6529,'262567089980723200',If this hurricane is actually really bad there's no way I'm getting stuck in the house for 2 days with my dad #nothappening,on-topic,if this hurricane is actually really bad there 's no way i 'm getting stuck in the house for <number> days with my dad <hashtag> nothappening
6530,'263074855786782720',RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic,rt <allcaps> <user> : everyone dealing with the hurricane up north be safe
6531,'262668718025363456',RT @hurricannesandy: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,on-topic,rt <allcaps> <user> : i went <allcaps> to <allcaps> highschool <allcaps> wit <allcaps> irene <allcaps> . she <allcaps> can <allcaps> ' t even <allcaps> twerk <allcaps> . she <allcaps> ain <allcaps> ' t bout <allcaps> dat <allcaps> hurricane <allcaps> lyfe <allcaps> .
6532,'263038051410919426',already got hurricane Sandy in Jamaica devastation on the eastern end of the island.\Continue praying,on-topic,already got hurricane sandy in jamaica devastation on the eastern end of the island . \ continue praying
6533,'262762898336665600',It seem like this hurricane aint bout shit o.O,on-topic,it seem like this hurricane aint bout shit o.o
6534,'263424039316516864',Via @PJMedia_com Is Hurricane Sandy a Gale-Force October Surprise? http://t.co/qWucpdop #twisters #teaparty,on-topic,via <user> is hurricane sandy a gale-force october surprise ? <url> <hashtag> twisters <hashtag> teaparty
6535,'263035810885033984',@justinbieber: everyone dealing with the hurricane up north be safe,on-topic,<user> : everyone dealing with the hurricane up north be safe
6536,'262886909028749312',"Due to Hurricane Sandy, we will be closed today. Pending the storm, we'll open as soon as we can because we miss... http://t.co/IHg2pWrW",on-topic,"due to hurricane sandy , we will be closed today . pending the storm , we 'll open as soon as we can because we miss . <repeat> <url>"
6537,'262812530764808192',On a conference call What are you working on tomorrow?  -- Oh you know.. just trying to survive a hurricane  Will that be long?,on-topic,on a conference call what are you working on tomorrow ? -- oh you know . <repeat> just trying to survive a hurricane will that be long ?
6538,'262755304918364160',RT @_Snape_: Just heard Hurricane Sandy is about to hit the Jersey Shore. I think this is something we can all approve of.,on-topic,rt <allcaps> <user> : just heard hurricane sandy is about to hit the jersey shore . i think this is something we can all approve of .
6539,'262931113620672512',"RT @OccupyWallSt: Mainstream media have conditioned us to be glued to the news for a hurricane, yet apathetic to financial & politic ...",on-topic,"rt <allcaps> <user> : mainstream media have conditioned us to be glued to the news for a hurricane , yet apathetic to financial & politic . <repeat>"
6540,'263313694577012736',RT @sickipediabot: U.S met office issues a stark warning that Hurricane Sandy has been upgraded to a British Summer,on-topic,rt <allcaps> <user> : u.s met office issues a stark warning that hurricane sandy has been upgraded to a british summer
6541,'262794401829490689',RT @AinTime4That: Hurricane sandy? Ain't nobody got time for that!,on-topic,rt <allcaps> <user> : hurricane sandy ? ai n't nobody got time for that !
6542,'262636997502451712',Dutch rideee before the hurricane ??,on-topic,dutch ride <elong> before the hurricane ? <repeat>
6543,'263082081217835008',RT @AZRA_Xo: What's so funny about a hurricane? Stfu,on-topic,rt <allcaps> <user> : what 's so funny about a hurricane ? stfu
6544,'262641851515928576',"My hurricane watch needs more Jimmy Buffett: http://t.co/jYAd9Gr9 This is Volcano, not hurricane. Still...",on-topic,"my hurricane watch needs more jimmy buffett : <url> this is volcano , not hurricane . still . <repeat>"
6545,'263335760885858304',RT @washingtonpost: Hurricane Sandy's economic damage felt in far-away India: http://t.co/mtbrAKMd,on-topic,rt <allcaps> <user> : hurricane sandy 's economic damage felt in far-away india : <url>
6546,'263400465855823872',RT @GizmodoUSA: Breaking :::: Apple Guy Leaving Caused Hurricane,on-topic,rt <allcaps> <user> : breaking : : : : apple guy leaving caused hurricane
6547,'262931032779653120',i'd really like someone to try and come have a cigarette in the hurricane that sounds fun.,on-topic,i 'd really like someone to try and come have a cigarette in the hurricane that sounds fun .
6548,'262711875400261633',RT @tweetdeez757: No work tomorrow cause of hurricane Sandy. This chick is messing up my money. This sucks,on-topic,rt <allcaps> <user> : no work tomorrow cause of hurricane sandy . this chick is messing up my money . this sucks
6549,'262635719363813376',"RT @_jalaaaa: Hurricane Sandy , do me a favor . When you slide threw , take Mitt Romney nut ass with you?",on-topic,"rt <allcaps> <user> : hurricane sandy , do me a favor . when you slide threw , take mitt romney nut ass with you ?"
6550,'262941721283928066',"Hope for the best for people dealing with hurricane sandy , my bro’s in the area aswell :/",on-topic,"hope for the best for people dealing with hurricane sandy , my bros in the area aswell : /"
6551,'262407009436069888',RT @aSandyHurricane: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.,on-topic,rt <allcaps> <user> : hurricane <allcaps> sandy <allcaps> ain <allcaps> ' t even <allcaps> a scary <allcaps> name <allcaps> tho <allcaps> . i need <allcaps> a terrifying <allcaps> name <allcaps> like <allcaps> hurricane <allcaps> shanaynay <allcaps> or <allcaps> sum <allcaps> shit <allcaps> .
6552,'263058158442909698',RT @ILovinArianaG: Praying for everyone who is being effected by hurricane sandy! Stay safe everyone!xox #Sandy,on-topic,rt <allcaps> <user> : praying for everyone who is being effected by hurricane sandy ! stay safe everyone!xox <hashtag> sandy
6553,'262814596451164160',And only Scotland comes up with names like hurricane bawbag.,on-topic,and only scotland comes up with names like hurricane bawbag .
6554,'263401646896345088',RT @Sam_Small236: I hope the hurricane blows me to Paris... Or anywhere but here,on-topic,rt <allcaps> <user> : i hope the hurricane blows me to paris . <repeat> or anywhere but here
6555,'263389090844659712',RT @hurricannesandy: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES?,on-topic,rt <allcaps> <user> : what <allcaps> if <allcaps> gangam <allcaps> style <allcaps> was <allcaps> actually <allcaps> jsst <allcaps> a giant <allcaps> rain <allcaps> dance <allcaps> and <allcaps> we <allcaps> brought <allcaps> this <allcaps> hurricane <allcaps> on <allcaps> ourselves <allcaps> ?
6556,'262443546441814016',"Good time to run the country like a business MT @argylestyle: we're having earthquakes, tsunamis, a winter storm & a hurricane all at once?",on-topic,"good time to run the country like a business mt <allcaps> <user> : we 're having earthquakes , tsunamis , a winter storm & a hurricane all at once ?"
6557,'263413441266585600',"People making a twitter for hurricane sandy, that shit ain't funny a bunch of people have died from that shit",on-topic,"people making a twitter for hurricane sandy , that shit ai n't funny a bunch of people have died from that shit"
6558,'263144499927216128',Is Hurricane #Sandy a indication of the #Mayan's calender??\\#EndOfWorld2012,on-topic,is hurricane <hashtag> sandy a indication of the <hashtag> mayan 's calender ? <repeat> \ \ <hashtag> endofworld <number>
6559,'262772670779777024',"RT @AllisonAlli72: @Ratchet2English: @CNN: BREAKING NEWS: Hurricane Sandy is approaching at fast speeds, make sure your weave is in pr ...",on-topic,"rt <allcaps> <user> : <user> : <user> : breaking <allcaps> news <allcaps> : hurricane sandy is approaching at fast speeds , make sure your weave is in pr . <repeat>"
6560,'262782079367012352',ain't nobody got time for that. #hurricane #sandy,on-topic,ai n't nobody got time for that . <hashtag> hurricane <hashtag> sandy
6561,'262889102976884736',RT @MariaBaybeeee: I wish Hurricane Sandy would come through and blow good ole South Stanly away ??,on-topic,rt <allcaps> <user> : i wish hurricane sandy would come through and blow good ole south stanly away ? <repeat>
6562,'263046850171502593',"@Real_Liam_Payne pleaseeee follow me love! lol I'm in the middle of hurricane sandy right now. fun times, yeah?",on-topic,"<user> please <elong> follow me love ! lol i 'm in the middle of hurricane sandy right now . fun times , yeah ?"
6563,'262702124608151553',"if the news about the hurricane interrupts my viewing of OUAT, imma be pissed. #comeonsandy",on-topic,"if the news about the hurricane interrupts my viewing of ouat <allcaps> , imma be pissed . <hashtag> comeonsandy"
6564,'263282672799989760',RT @hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3,on-topic,rt <allcaps> <user> : r.i.p to the <number> victims who lost their lives because of hurricane sandy . rt <allcaps> for respect < <number>
6565,'263056140470996992',RT @jwarnette: I have so much time for this.... Hurricane Sandy is imminent and what do you do? JET SKI! http://t.co/wNidLkF2,on-topic,rt <allcaps> <user> : i have so much time for this . <repeat> hurricane sandy is imminent and what do you do ? jet <allcaps> ski <allcaps> ! <url>
6566,'262833948835590145',RT @RobertDMcNeill: Hurricane #Sandy is turning bad... http://t.co/LelNNZhg,on-topic,rt <allcaps> <user> : hurricane <hashtag> sandy is turning bad . <repeat> <url>
6567,'262992598308904960',Is hurricane Sandy the beginning of what's to come by mid December??  #EndOfTimes,on-topic,is hurricane sandy the beginning of what 's to come by mid december ? <repeat> <hashtag> endoftimes
6568,'262737873076359168',Lol Wtf Hurricane Sandy!  These Sweet Ass names,on-topic,lol wtf hurricane sandy ! these sweet ass names
6569,'262904288718761984',RT @CRNC: Our thoughts & prayers are with those who will be affected by Hurricane Sandy. We hope you stay safe & sound during th ...,on-topic,rt <allcaps> <user> : our thoughts & prayers are with those who will be affected by hurricane sandy . we hope you stay safe & sound during th . <repeat>
6570,'262605852987510785',This fucking hurricane  is going to postpone my tests #blessed,on-topic,this fucking hurricane is going to postpone my tests <hashtag> blessed
6571,'262569647323361280',Hurricane sandy is too weaaak,on-topic,hurricane sandy is too weaaak
6572,'263031738366836737',"“@ryantames: Yo, whose comin to my hurricane house party? #sandycantruinourfun” LOL",on-topic,"<user> : yo , whose comin to my hurricane house party ? <hashtag> sandycantruinourfun lol <allcaps>"
6573,'263423510788075520',RT @JLin7: Praying for health and safety for everyone affected by Hurricane Sandy,on-topic,rt <allcaps> <user> : praying for health and safety for everyone affected by hurricane sandy
6574,'263330503598419969',Finally a genuine photograph of Hurricane Sandy.. http://t.co/iZr8g8iu,on-topic,finally a genuine photograph of hurricane sandy . <repeat> <url>
6575,'262629158671224832',RT @FratBoysComedy: Matt Ryan just told Hurricane #Sandy to leave & it listened. #badass,on-topic,rt <allcaps> <user> : matt ryan just told hurricane <hashtag> sandy to leave & it listened . <hashtag> badass
6576,'262925049739218944',"Sandy's hit to the economy: Even before Hurricane Sandy causes any significant property damage, it is costing bi... http://t.co/xs4832hm",on-topic,"sandy 's hit to the economy : even before hurricane sandy causes any significant property damage , it is costing bi . <repeat> <url>"
6577,'262929247662911489',RT @hurricannesandy: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO.,on-topic,rt <allcaps> <user> : i 'm just <allcaps> a sassy <allcaps> ghetto <allcaps> hurricane <allcaps> tryna <allcaps> navigate <allcaps> my <allcaps> way <allcaps> through <allcaps> this <allcaps> world <allcaps> u kno <allcaps> .
6578,'262584309586735104',RT @_SandyHurricane: YOUR ALL TALKING SHIT ON ME THINKING IM NOT ABOUT THAT HURRICANE LYFE! JUST FUCKING WAIT..,on-topic,rt <allcaps> <user> : your <allcaps> all <allcaps> talking <allcaps> shit <allcaps> on <allcaps> me <allcaps> thinking <allcaps> im <allcaps> not <allcaps> about <allcaps> that <allcaps> hurricane <allcaps> lyfe <allcaps> ! just <allcaps> fucking <allcaps> wait <allcaps> . <repeat>
6579,'262888148596563968',"As East Coast braces for hurricane #sandy, La Jollans must deal with this: be careful out there San Diego http://t.co/xhEd00gk",on-topic,"as east coast braces for hurricane <hashtag> sandy , la jollans must deal with this : be careful out there san diego <url>"
6580,'263419238629388290',RT @ABCWorldNews: Gate C34 at LaGuardia Airport MT @JetBlue Recovering from Hurricane #Sandy http://t.co/rLSYyAHs,on-topic,rt <allcaps> <user> : gate c <number> at laguardia airport mt <allcaps> <user> recovering from hurricane <hashtag> sandy <url>
6581,'263281032864862208',@ChrisOkinda can you tell the good lady reading the news that I'm not a hurricane!,off-topic,<user> can you tell the good lady reading the news that i 'm not a hurricane !
6582,'263409098270310400',RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic,rt <allcaps> <user> : everyone dealing with the hurricane up north be safe
6583,'262594408648679425',RT @11_Quan: !!!!!!! RT @BrennanXXX These hurricane Sandy accounts are painfully unfunny,on-topic,rt <allcaps> <user> : ! <repeat> rt <allcaps> <user> these hurricane sandy accounts are painfully unfunny
6584,'262942533326368768',RT @hinkerbelll: @boooookimmmmmmm you think there's a hurricane coming or something? Nahhhh.,on-topic,rt <allcaps> <user> : <user> you think there 's a hurricane coming or something ? nah <elong> .
6585,'263001980463628288',RT @IslandSexyKiKi: #IMF can free up the money now that dem see hurricane sandy tun up d ting pon we no tru #TeamJamaica,on-topic,rt <allcaps> <user> : <hashtag> imf <allcaps> <allcaps> can free up the money now that dem see hurricane sandy tun up d ting pon we no tru <hashtag> teamjamaica
6586,'262888687526887424',"This comparison of Irene vs Sandy, shows that the hype for this hurricane is real. Friends and family on the East... http://t.co/LB1QAXMI",on-topic,"this comparison of irene vs sandy , shows that the hype for this hurricane is real . friends and family on the east . <repeat> <url>"
6587,'262577047233232896',omg the hurricane is funny,on-topic,omg the hurricane is funny
6588,'263117229502128128',"Twitter tip: add hurricane #Sandy hashtags to all tweets, regardless of relevance. Ex: Leaders walk the talk, all the time. #Sandy ?",off-topic,"twitter tip : add hurricane <hashtag> sandy hashtags to all tweets , regardless of relevance . ex : leaders walk the talk , all the time . <hashtag> sandy ?"
6589,'262639914527649792',???? RT @DeviV: Yams? RT @MS_KB: this hurricane gone have me dried out,on-topic,? <repeat> rt <allcaps> <user> : yams ? rt <allcaps> <user> : this hurricane gone have me dried out
6590,'263314702476640256',???? ?? ?? ????? ????? ?? ????? ???? @rdwawyssin: The Hurricane Sandy Aftermath: http://t.co/aKPWDCwN,on-topic,? <repeat> ? <repeat> ? <repeat> ? <repeat> ? <repeat> ? <repeat> ? <repeat> ? <repeat> <user> : the hurricane sandy aftermath : <url>
6591,'262591449638510592',MEMA Issues Tips For Potential Power Outages Associated With Hurricane Sandy http://t.co/4PBVhWhU,on-topic,mema <allcaps> issues tips for potential power outages associated with hurricane sandy <url>
6592,'262939891489443840',Hurricane ain't bout that life.,on-topic,hurricane ai n't bout that life .
6593,'262711178281766912',This is unhinged. RT @jtes: National Hurricane Center mobile site = not great http://t.co/k7dzcoge,on-topic,this is unhinged . rt <allcaps> <user> : national hurricane center mobile site = not great <url>
6594,'263332392092184577',RT @JonnyJordan8: So after jersey and new york that hurricane ended up in me room #propermess,off-topic,rt <allcaps> <user> : so after jersey and new york that hurricane ended up in me room <hashtag> propermess
6595,'263053157200965632',"RT @JenKirkman: Fuck this shit. I'm not standing here. - me, if I were a hurricane correspondent.",on-topic,"rt <allcaps> <user> : fuck this shit . i 'm not standing here . - me , if i were a hurricane correspondent ."
6596,'262660077062860800',Hurricane sandy accounts were funny for a good 12 seconds,on-topic,hurricane sandy accounts were funny for a good <number> seconds
6597,'262926370173239297',"RT @MBCR_info: ALERT: Due to Hurricane Sandy, commuter rail service suspended at 2:00 p.m. today. Please check schedule here:  http://t. ...",on-topic,"rt <allcaps> <user> : alert <allcaps> : due to hurricane sandy , commuter rail service suspended at <number> p.m. today . please check schedule here : <url> . . <repeat>"
6598,'262675167778582529',"RT @lbusss: I'd be happy if this hurricane just knocked down some power lines or broke windows-some shit like that, I just don't wanna g ...",on-topic,"rt <allcaps> <user> : i 'd be happy if this hurricane just knocked down some power lines or broke windows-some shit like that , i just do n't wan na g . <repeat>"
6599,'263426649532547072',"Hurricane's over - back to school tomorrow. It was fun to be holed up w the bf for 2 days, but I'm so grateful DC wasn't hit like NYC ???????",on-topic,"hurricane 's over - back to school tomorrow . it was fun to be holed up w the bf for <number> days , but i 'm so grateful dc <allcaps> was n't hit like nyc <allcaps> ? <repeat>"
6600,'263311287906349056',RT @justinbieber: everyone dealing with the hurricane up north be safe,on-topic,rt <allcaps> <user> : everyone dealing with the hurricane up north be safe
6601,'263145867945574400',Everybody keep saying  this hurricane weak  fuck y'all wanna go night night nigga ?,on-topic,everybody keep saying this hurricane weak fuck y' all wan na go night night nigga ?
6602,'262644911692734464',@SedoneStars @borobulker Is the Hurricane Sandy going to effect you? We are hunkering down here on the RI coast.,on-topic,<user> <user> is the hurricane sandy going to effect you ? we are hunkering down here on the ri <allcaps> coast .
6603,'263109961557635072',"RT @_Snape_: If you are stupid enough to go outside during a hurricane, you deserve whatever happens to you. Natural selection, do your  ...",on-topic,"rt <allcaps> <user> : if you are stupid enough to go outside during a hurricane , you deserve whatever happens to you . natural selection , do your . <repeat>"
6604,'262515380029911041',& it's possible that the eye of the storm could still go toward Baltimore instead of Jersey. #frankenstorm,on-topic,& it 's possible that the eye of the storm could still go toward baltimore instead of jersey . <hashtag> frankenstorm
6605,'262520069286940673',RT @USGS: Storm coming! Check http://t.co/i0K0Uvc1 to see how @USGS prepares for Hurricane Sandy's landfall #HurricaneSandy #Frankenstorm,on-topic,rt <allcaps> <user> : storm coming ! check <url> to see how <user> prepares for hurricane sandy 's landfall <hashtag> hurricanesandy <hashtag> frankenstorm
6606,'262630949949407233',RT @WhiteFolkProbs: Hurricane Sandy is forcing me to spend time with my family.,on-topic,rt <allcaps> <user> : hurricane sandy is forcing me to spend time with my family .
6607,'262723605731872768',RT @lindsaylohan: WHY is everyone in SUCH a panic about hurricane (i'm calling it Sally)..? Stop projecting negativity! Think positive a ...,on-topic,rt <allcaps> <user> : why <allcaps> is everyone in such <allcaps> a panic about hurricane -LRB- i 'm calling it sally -RRB- ? <repeat> stop projecting negativity ! think positive a . <repeat>
6608,'263405229138137088',RT @hurricannesandy: RETWEET IF YO ASS SURVIVED HURRICANE SANDY 2012.,on-topic,rt <allcaps> <user> : retweet <allcaps> if <allcaps> yo <allcaps> ass <allcaps> survived <allcaps> hurricane <allcaps> sandy <allcaps> <number>
6609,'262592632956542977',RT @izzayy_bitches: watch this hurricane not do shit ????,on-topic,rt <allcaps> <user> : watch this hurricane not do shit ? <repeat>
6610,'262486945165348865',RT @breakingstorm: Hurricane Sandy is roaring northeastward off the Carolinas; 75-mph sustained winds - @NHC_Atlantic via @AP http://t.c ...,on-topic,rt <allcaps> <user> : hurricane sandy is roaring northeastward off the carolinas ; <number> - mph sustained winds - <user> via <user> <url> . <repeat>
6611,'262817137465372673',Hurricane Sandy Satellite Animation: http://t.co/ZYHwL7lF via @youtube,on-topic,hurricane sandy satellite animation : <url> via <user>
6612,'262630002225446912',Watch Hurricane Sandy like not even hit us...,on-topic,watch hurricane sandy like not even hit us . <repeat>
6613,'262728697272999936',RT @AlanAshby: guys we wrote the flood about hurricane sandy which also means yes WE CAN SEE THE FUTURE,on-topic,rt <allcaps> <user> : guys we wrote the flood about hurricane sandy which also means yes we <allcaps> can <allcaps> see <allcaps> the <allcaps> future <allcaps>
6614,'262620618518827008',"RT @dpickering11: Everyone needs to chill about this damn hurricane. We can't do shit to prevent it. So sit back, grab a few drinks and  ...",on-topic,"rt <allcaps> <user> : everyone needs to chill about this damn hurricane . we ca n't do shit to prevent it . so sit back , grab a few drinks and . <repeat>"
6615,'262658709166120962',@somethingpc did the hurricane come your way?,on-topic,<user> did the hurricane come your way ?
6616,'263318049069862913',@AbbeyOldham Wow! Hurricane Sandy closed the subway station back home! http://t.co/oiEhhlXd,on-topic,<user> wow ! hurricane sandy closed the subway station back home ! <url>
6617,'262779928750202880',"RT @JudahWorldChamp: Don't think of it as having a power outrage, think of it as turning Amish. #hurricane #sandy",on-topic,"rt <allcaps> <user> : do n't think of it as having a power outrage , think of it as turning amish . <hashtag> hurricane <hashtag> sandy"
6618,'262951534244007940',Hurricane Sandy's here so my 86 year old grandfather who can barely walk decides to go out and run errands #makessense #worried,on-topic,hurricane sandy 's here so my <number> year old grandfather who can barely walk decides to go out and run errands <hashtag> makessense <hashtag> worried
6619,'263368654295547904',RT @hurricannesandy: RETWEET IF YO ASS SURVIVED HURRICANE SANDY 2012.,on-topic,rt <allcaps> <user> : retweet <allcaps> if <allcaps> yo <allcaps> ass <allcaps> survived <allcaps> hurricane <allcaps> sandy <allcaps> <number>
6620,'263352297768251392',RT @BoingBoing Radar imaging of Hurricane Sandy reveals the power in its core http://t.co/ZhtwtE8V,on-topic,rt <allcaps> <user> radar imaging of hurricane sandy reveals the power in its core <url>
6621,'262983250979454976',Three cruise ships sitting out Hurricane Sandy in Port of Boston: Three cruise ships carrying ... http://t.co/rAu2MVtg #oil #ship #cargo,on-topic,three cruise ships sitting out hurricane sandy in port of boston : three cruise ships carrying . <repeat> <url> <hashtag> oil <hashtag> ship <hashtag> cargo
6622,'262672924673204225',"Hurricane #Sandy? What? Just f$ck you, Hurricane #Sandy! ?? #mask #halloween http://t.co/ee0vj6mv",on-topic,"hurricane <hashtag> sandy ? what ? just f $ ck you , hurricane <hashtag> sandy ! ? <repeat> <hashtag> mask <hashtag> halloween <url>"
