,tweet id, tweet, label,tweet_cleaned
4136,'349645777477439488',"That about sums it up, young lady, Figrin #agreed.",off-topic,"that about sums it up , young lady , figrin <hashtag> agreed ."
4137,'348109955980746754',Wow. 14th St bridge backed up with cars all the way to about 24th Ave SW. Crazy. #yycflood,on-topic,wow . <number> th st bridge backed up with cars all the way to about <number> th ave sw <allcaps> . crazy . <hashtag> yycflood
4138,'349303922827071489',"She picked up her pace. Bazel hastened after her, his heavy strides sounding like drumbeats as his big heels pounded the",off-topic,"she picked up her pace . bazel hastened after her , his heavy strides sounding like drumbeats as his big heels pounded the"
4139,'350699780818731008',Who wants to go to the beach? Or has a kiddie pool they can bring over? #deadserious #hungtitties #partytillTheSunsOut,off-topic,who wants to go to the beach ? or has a kiddie pool they can bring over ? <hashtag> deadserious <hashtag> hungtitties <hashtag> partytillthesunsout
4140,'348487057993240577',@Little___Sister That is SUPER BADASS!  So cool!,off-topic,<user> that is super <allcaps> badass <allcaps> ! so cool !
4141,'347872783826554881',"@EricRyan01 oh yeah for sure, a full weekend brt!",off-topic,"<user> oh yeah for sure , a full weekend brt !"
4142,'351406508594044930',@MathyouDickie Yup. I want to ditch my band's show and watch it instead.,off-topic,<user> yup . i want to ditch my band 's show and watch it instead .
4143,'348187998363471872',Heartbreaking  the flooding in Calgary and Southern Alberta :(,on-topic,heartbreaking the flooding in calgary and southern alberta <sadface>
4144,'348991977477517313',No one else can make me as happy as you do.,off-topic,no one else can make me as happy as you do .
4145,'350124844739854336',Hit her back with everything weve #got!,off-topic,hit her back with everything weve <hashtag> got !
4146,'349911897690226689',The Quarren turned to glare at Javon. It pains me that you were right.,off-topic,the quarren turned to glare at javon . it pains me that you were right .
4147,'349763423074140161',@Lord_Bob There's not enough drugs for all of these people to cope #prodrugs,off-topic,<user> there 's not enough drugs for all of these people to cope <hashtag> prodrugs
4148,'348316986964594688',@markyeg #gasps!! But it's SO good!,off-topic,<user> <hashtag> gasps ! <repeat> but it 's so <allcaps> good !
4149,'349770652208734208',watching Ponyo for the first time in ages fuck i love this movie so much,off-topic,watching ponyo for the first time in ages fuck i love this movie so much
4150,'349630986729959425',#ILostInterestWhen I realized you'd never love me more than you love yourself,off-topic,<hashtag> il <allcaps> ostinterestwhen i realized you 'd never love me more than you love yourself
4151,'348994069919313920',"@SParabtani @macharania She doesnt like puppies, how rude",off-topic,"<user> <user> she doesnt like puppies , how rude"
4152,'351311972593176577',"The guides stopped a #few steps inside, leaving Raynar and his companions to continue down a large center aisle toward th",off-topic,"the guides stopped a <hashtag> few steps inside , leaving raynar and his companions to continue down a large center aisle toward th"
4153,'350540950759669760',rook of the #two smaller arms.,off-topic,rook of the <hashtag> two smaller arms .
4154,'349414565408280576',@NewWaveOil @mental_gas Why not! There wasn't a sign that said he would fall off the map offensively,off-topic,<user> <user> why not ! there was n't a sign that said he would fall off the map offensively
4155,'348452271438323712',Morning chaparral valley! River at same height and pools only slightly larger at golf course. Homes safe and dry #yycflood,on-topic,morning chaparral valley ! river at same height and pools only slightly larger at golf course . homes safe and dry <hashtag> yycflood
4156,'349712319686782976',Monster drive off the tips #floodday @ Lynx Ridge Golf http://t.co/Bltn3zW0p9,on-topic,monster drive off the tips <hashtag> floodday @ lynx ridge golf <url>
4157,'349896245474648064',"@IMPACTMAG hard hit Mission where our publisher lives, volunteers rolled up their sleeves to help owners thank you! http://t.co/ekcX7Uum30",off-topic,"<user> hard hit mission where our publisher lives , volunteers rolled up their sleeves to help owners thank you ! <url>"
4158,'350767960392073216',Heading to Montana and listening to @BrettKissel #startedwithasong! My new favourite song!,off-topic,heading to montana and listening to <user> <hashtag> startedwithasong ! my new favourite song !
4159,'350993662412472323',Beautiful day for hike in Bragg &amp; KCountry? Sorry-still closed  to public. Don't add to the stress #abfloods #yyc #ablib,on-topic,beautiful day for hike in bragg & kc <allcaps> ountry ? sorry-still closed to public . do n't add to the stress <hashtag> abfloods <hashtag> yyc <hashtag> ablib
4160,'348155887531220992',"Officials monitoring situation in Red Deer, rivers still rising: City of Red Deer officials are keeping a close... http://t.co/qL1GGSZwd3",on-topic,"officials monitoring situation in red deer , rivers still rising : city of red deer officials are keeping a close . <repeat> <url>"
4161,'350101479434104832',@FabiooTaggs yupp!! Man ive never watched this show b4. Do they just chill in that house 3 months and do challenges?,off-topic,<user> yupp ! <repeat> man ive never watched this show b <number> do they just chill in that house <number> months and do challenges ?
4162,'350458788458921984',Good luck to all my angels in kelowna! #bringthegold #textme,off-topic,good luck to all my angels in kelowna ! <hashtag> bringthegold <hashtag> textme
4163,'351117627395031041',"Greti #stared up at him. Are you from Togruta, too?",off-topic,"greti <hashtag> stared up at him . are you from togruta , too ?"
4164,'351314521828229123',"Of #course, Fett said. I gave my word.",off-topic,"of <hashtag> course , fett said . i gave my word ."
4165,'349441899423203329',And we're at war. It's not theoretical now.,off-topic,and we 're at war . it 's not theoretical now .
4166,'349345935538667520',@WhiskeyPrince but she'll be ok. She has a bunch of twitter followers from other countries #livinthedream #sicklife,off-topic,<user> but she 'll be ok . she has a bunch of twitter followers from other countries <hashtag> livinthedream <hashtag> sicklife
4167,'350044478175838209',So proud of the Calgary people. What an amazing testament to people helping people. #YYC,on-topic,so proud of the calgary people . what an amazing testament to people helping people . <hashtag> yyc <allcaps> <allcaps>
4168,'351518396606713856',"Thats why you hired us, Lando reminded him patiently.",off-topic,"thats why you hired us , lando reminded him patiently ."
4169,'350261058042208256',@voyagevixen I'm stranded anyways - cant get on a road if I wanted to. :(,on-topic,<user> i 'm stranded anyways - cant get on a road if i wanted to . <sadface>
4170,'351410402862706689',"Welcome, welcome, he boomed. Come upstairs where you'll find friends. He powered away to make room for them #to ascen",off-topic,"welcome , welcome , he boomed . come upstairs where you 'll find friends . he powered away to make room for them <hashtag> to ascen"
4171,'350883017956409344',"I think I'm done chasing after u. It's hard 2 watch something u worked so hard for fall apart, but there's a time when u have to let it go.",off-topic,"i think i 'm done chasing after u. it 's hard <number> watch something u worked so hard for fall apart , but there 's a time when u have to let it go ."
4172,'351414255112826883',"through the beskar steel without so much as denting #it. Obviously, he was using a Force-power-and one that Leia hadn't e",off-topic,"through the beskar steel without so much as denting <hashtag> it . obviously , he was using a force-power-and one that leia had n't e"
4173,'350389625707180032',@erikapoi We are so ready obviously.,off-topic,<user> we are so ready obviously .
4174,'349524042572759041',@lethtraffic photo radar scenic drive north just past the sugar bowl,off-topic,<user> photo radar scenic drive north just past the sugar bowl
4175,'350994055343251458',"@ezralevant @cselley I know Ezra, he is stealing your bit!",off-topic,"<user> <user> i know ezra , he is stealing your bit !"
4176,'348536908848177153',"@ErikKWKnudsen are you crazy of course we are,and definitely enjoying your acting.",off-topic,"<user> are you crazy of course we are , and definitely enjoying your acting ."
4177,'351382237352181760',@NewWaveOil @Fort42 - which time? He also said Clutterbuck to the Oilers was a possibility.,off-topic,<user> <user> - which time ? he also said clutterbuck to the oilers was a possibility .
4179,'350523400864804865',"the Force fully for the #first time since embarking on this quest. He cast around, trying to become one with the rain fo",off-topic,"the force fully for the <hashtag> first time since embarking on this quest . he cast around , trying to become one with the rain fo"
4180,'351031788694536192',"spite his winter cloak and insulated clothes, made him happy to scurry with Luke and Vestara from sheltered #spot to shel",off-topic,"spite his winter cloak and insulated clothes , made him happy to scurry with luke and vestara from sheltered <hashtag> spot to shel"
4181,'350412782342131712',VIP Lounge enjoying a Summer Sangria (@ Cineplex Odeon VIP Cinemas - @cineplexmovies for Now You See Me) http://t.co/3fx3MCkRSD,off-topic,vip <allcaps> lounge enjoying a summer sangria -LRB- @ cineplex odeon vip <allcaps> cinemas - <user> for now you see me -RRB- <url>
4182,'347888615206035456',S/o to my mum the emergency nurse who will have a hell of a night with flood victims. Thank you all @cityofcalgary  emergency services!,on-topic,s / o to my mum the emergency nurse who will have a hell of a night with flood victims . thank you all <user> emergency services !
4183,'349698303287500802',"Well, Boss Nass said, my need una extra #waiter to serve da food....",off-topic,"well , boss nass said , my need una extra <hashtag> waiter to serve da food . <repeat>"
4184,'349903917972328451',"t. Through the Force he #could feel the wrath of Pioneer and Coruscant Sky, the cruiser's sister ships lending their voic",off-topic,"t. through the force he <hashtag> could feel the wrath of pioneer and coruscant sky , the cruiser 's sister ships lending their voic"
4185,'348837858964041728',Still drunk level is hight,off-topic,still drunk level is hight
4186,'351770465527820289',"There's a gorgeous man in white shoes and a pointy goatee, to make him smile bring one of these @PSatty @shib_d http://t.co/xr9dWT0YG5",off-topic,"there 's a gorgeous man in white shoes and a pointy goatee , to make him smile bring one of these <user> <user> <url>"
4187,'351596558472593411',A lil bit of thiiisss @emilytrigg_ @ Hudsons Crowfoot http://t.co/ydn5zgU9mP,off-topic,a lil bit of thiiis <elong> <user> @ hudsons crowfoot <url>
4188,'348519794519195648',I wheeled a 26 year old with a kid last night  I'm all about the MILFs,off-topic,i wheeled a <number> year old with a kid last night i 'm all about the milf <allcaps> s
4189,'347938884748980225',we had to evacuate our area at 8:00 tonite. .  keeping fingers crossed that the river doesnt reach our home.,on-topic,we had to evacuate our area at <number> tonite . . keeping fingers crossed that the river doesnt reach our home .
4190,'351491572325568512',Such a nice day out! http://t.co/1tOjDoUoNR,off-topic,such a nice day out ! <url>
4191,'349871522405560323',"To be free is not merely to cast off one's chains, but to live in a way that respects and enhances the freedom of others. Nelson Mandela",off-topic,"to be free is not merely to cast off one 's chains , but to live in a way that respects and enhances the freedom of others . nelson mandela"
4192,'350357983542255616',actually fuck the new screen just get me an iPhone 5,off-topic,actually fuck the new screen just get me an iphone <number>
4193,'350467703217192961',@Heathermacken keep up the good work with social &amp; environmental justice :),off-topic,<user> keep up the good work with social & environmental justice <smile>
4194,'348805072999825409','Qubec' shows up at this time as Trend in Edmonton http://t.co/Y4eVeBs8ja,off-topic,` qubec ' shows up at this time as trend in edmonton <url>
4195,'351353304401444867',Though he might now be so much a part of this place that his presence in the Force was #indistinguishable from the energy,off-topic,though he might now be so much a part of this place that his presence in the force was <hashtag> indistinguishable from the energy
4196,'350580429138567170',The hashtag #cdnpoli took the 9th place in the Top20 of Edmonton's Trends for Thursday 27: http://t.co/OWveV9Hznk,off-topic,the hashtag <hashtag> cdnpoli took the <number> th place in the top <number> of edmonton 's trends for thursday <number> <url>
4197,'349707910739275777',"@jiordyn I just wanna say that, ur beautiful inside and out. Forget the hate ppl are giving u.",off-topic,"<user> i just wan na say that , ur beautiful inside and out . forget the hate ppl are giving u."
4198,'350285974393204737',"First, I take your beauty, the woman said. Then I-",off-topic,"first , i take your beauty , the woman said . then i -"
4199,'349745425181458432',@iBRYca Mine keeps crashing ever since I updated to 6.13,off-topic,<user> mine keeps crashing ever since i updated to <number>
4200,'350028162463326208','Alberta' shows up at this time as Trend in Edmonton http://t.co/jyRZ2edl18,off-topic,` alberta ' shows up at this time as trend in edmonton <url>
4201,'348266018273103873',@shadiyasuxx lol allow us abaayo we got it real late like a few weeks ago,off-topic,<user> lol allow us abaayo we got it real late like a few weeks ago
4202,'351109047925239808',A great stand alone hydronic mixing solution from @HBX_Controls  This is their Hydrobloc mixing control. http://t.co/HqeHg5xD74,off-topic,a great stand alone hydronic mixing solution from <user> this is their hydrobloc mixing control . <url>
4203,'348657394034810882',"'dem duke boys been here #roadtrippin #outruntheflood @ Wayne, Alberta http://t.co/tYvdNZM8RV",off-topic,"` dem duke boys been here <hashtag> roadtrippin <hashtag> outruntheflood @ wayne , alberta <url>"
4204,'349786592120025088',#confessionnight shows up at this time as Trend in Calgary http://t.co/ysUYjG0ELZ,off-topic,<hashtag> confessionnight shows up at this time as trend in calgary <url>
4205,'350368609043890177',"@RoccoPR Even if u guys don't like eachother there's no need for stupid insults. stop acting like ur 16, arguing over social media &amp; drop it",off-topic,<user> even if u guys do n't like eachother there 's no need for stupid insults . stop acting like ur <number> arguing over social media & drop it
4206,'348878771719385088',"Not a lot though, just a bit on the nose",off-topic,"not a lot though , just a bit on the nose"
4207,'349455970923069440',2. Jim carry has handled #guns before and now because of the violence in movies he supports the #antigunact look at movies #guns #explosions,off-topic,<number> jim carry has handled <hashtag> guns before and now because of the violence in movies he supports the <hashtag> antigunact look at movies <hashtag> guns <hashtag> explosions
4208,'348985731127078912',This guy on the tight rope over the grand canyon without a harness has some balls #crazy #skywire,off-topic,this guy on the tight rope over the grand canyon without a harness has some balls <hashtag> crazy <hashtag> skywire
4209,'349674290393780225',Awesome!! I'm moving in!! RT @joannanicolas_: #YYC flood victims still have a great sense of humor... :) http://t.co/lcobqSNx3p,on-topic,awesome ! <repeat> i 'm moving in ! <repeat> rt <allcaps> <user> : <hashtag> yyc <allcaps> <allcaps> flood victims still have a great sense of humor . <repeat> <smile> <url>
4210,'350860308631392256',"reight truck. When they arrived at #the museum, the armed guards at the door allowed them to enter without incident.",off-topic,"reight truck . when they arrived at <hashtag> the museum , the armed guards at the door allowed them to enter without incident ."
4211,'349751302206656513',My jeans always fade in that certain part of them ;) can't help it lol,off-topic,my jeans always fade in that certain part of them <smile> ca n't help it lol
4212,'348953038045724677',@octoberbb why can't this happen to me...,off-topic,<user> why ca n't this happen to me . <repeat>
4213,'348275024387530752',My story tonight.  See the Calgary floodwaters from above http://t.co/UhnPku0OIN #yycflood #cbcnews,on-topic,my story tonight . see the calgary floodwaters from above <url> <hashtag> yycflood <hashtag> cbcnews
4214,'348361587876302849',RT @jeremyweate: Premium Times report on the near-disaster yesterday; weep quietly for basket-case Nigeria http://t.co/sqidCjsfoB,off-topic,rt <allcaps> <user> : premium times report on the near-disaster yesterday ; weep quietly for basket-case nigeria <url>
4215,'349359808991866881',Way to go hawks! Amazing what can happen in 17 seconds.,off-topic,way to go hawks ! amazing what can happen in <number> seconds .
4217,'351844801634766850',"LaRone was waiting at the top of the #ramp, their latest set of forged ship's documents in hand, when the ramp area erupt",off-topic,"larone was waiting at the top of the <hashtag> ramp , their latest set of forged ship 's documents in hand , when the ramp area erupt"
4218,'347945365888192512',"The fire dissipated into thousands of dancing motes. These rose slowly into the sky, shimmering against the darknes",off-topic,"the fire dissipated into thousands of dancing motes . these rose slowly into the sky , shimmering against the darknes"
4219,'350715419767746561',"Lowie nodded a quick affirmative. Sirra said nothing, but even in the darkness Lowie #could see her fur bristling in disb",off-topic,"lowie nodded a quick affirmative . sirra said nothing , but even in the darkness lowie <hashtag> could see her fur bristling in disb"
4220,'349327552797609984',What do friends share before a Ziggy Marley concert? Share Medicine (al) Sangria at LOCAL of course. @ http://t.co/HOjKpKfNVq,off-topic,what do friends share before a ziggy marley concert ? share medicine -LRB- al -RRB- sangria at local <allcaps> of course . @ <url>
4221,'349103010019958784',Annakin struggled to break out of the pack but it was too congested. Any sudden move would be stupid. They  #followback leaned into t,off-topic,annakin struggled to break out of the pack but it was too congested . any sudden move would be stupid . they <hashtag> followback leaned into t
4222,'349562841164038146',"Feeling a little run down for the past couple of days.  If anyone is looking for me, I will under my desk at work sleeping.",off-topic,"feeling a little run down for the past couple of days . if anyone is looking for me , i will under my desk at work sleeping ."
4223,'349391113242681345',@mRyanKingsley what's with the egg?,off-topic,<user> what 's with the egg ?
4224,'350588509393911809',"We don't want to hurt you, Anakin said.",off-topic,"we do n't want to hurt you , anakin said ."
4225,'348670006634115073',LOL!! To those girls that go down south and don't change there panties.. That togbad !! Raunchy ass girls,off-topic,lol <allcaps> ! <repeat> to those girls that go down south and do n't change there panties . <repeat> that togbad ! <repeat> raunchy ass girls
4226,'349838371864055808',"el Ka and Jacen Solo had been classmates at the Jedi academy on Yavin 4, and the gossip media suggested they had remaine",off-topic,el ka and jacen solo had been classmates at the jedi academy on yavin <number> and the gossip media suggested they had remaine
4227,'349221919578529792',"RCMP at scene of Highway 63 crash, explosion: RCMP are at the scene of a head-on crash and explosion on Highway... http://t.co/nBC8Kyf9SC",off-topic,"rcmp <allcaps> at scene of highway <number> crash , explosion : rcmp <allcaps> are at the scene of a head-on crash and explosion on highway . <repeat> <url>"
4228,'348992068477132800',@karibear09 @DrianRok we can all be upfront Virgins! Lol,off-topic,<user> <user> we can all be upfront virgins ! lol
4229,'351114986644455424',Project 'Cross' Zone is one of those games that are just crazy enough to work. I'm still  confused as to what the story is though. #pxz,off-topic,project ` cross ' zone is one of those games that are just crazy enough to work . i 'm still confused as to what the story is though . <hashtag> pxz
4230,'349326718164680704',@Boyfriendcant: My boyfriend isn't allowed to breath. Cause hoes be exhaling oxygen into the air that's basically kissing.@WhiskeyPrince,off-topic,<user> : my boyfriend is n't allowed to breath . cause hoes be exhaling oxygen into the air that 's basically kissing . <user>
4231,'348976452013805569',Dinner and drinks w/ Carl (@ Madison's Restaurant And Bar) http://t.co/1oaOGb8GNn,off-topic,dinner and drinks w / carl -LRB- @ madison 's restaurant and bar -RRB- <url>
4232,'349336796833914880',&amp; you say your life sucks. Haha. Stfu,off-topic,& you say your life sucks . haha . stfu
4233,'350314686790643716',Interesting discussions on the crucial importance of education and collabs to shift our mgmt of water in Canada at #Watersummit,off-topic,interesting discussions on the crucial importance of education and collabs to shift our mgmt of water in canada at <hashtag> watersummit
4234,'350815311500541953',"@chriscollinsTO @PeopleOfCanada @TravelandEscape One Halloween night, about 10 years ago, I was filling out a maintenance request form...",off-topic,"<user> <user> <user> one halloween night , about <number> years ago , i was filling out a maintenance request form . <repeat>"
4235,'349318814900559872',@TashRainbow someone else messaged him asking why he won't accept and his reply was he doesn't own the account,off-topic,<user> someone else messaged him asking why he wo n't accept and his reply was he does n't own the account
4236,'350349242264588289',I'm hosting. Who's your pick?. @cbcradio: Do you have a favourite Canuck? What do they add to Canadian life? @checkupcbc  Canada Day show.,off-topic,i 'm hosting . who 's your pick . <repeat> <user> : do you have a favourite canuck ? what do they add to canadian life ? <user> canada day show .
4237,'348059624399843329',"@X929: Peace bridge, flooded curling club parking lot with cop car. http://t.co/CBfmOe45EP",on-topic,"<user> : peace bridge , flooded curling club parking lot with cop car . <url>"
4238,'350212285173735426',"Time for what? Eanjer asked, focusing on the mirror in front of him as he eased the last of the medseal strips off his",off-topic,"time for what ? eanjer asked , focusing on the mirror in front of him as he eased the last of the medseal strips off his"
4239,'347964835868315648',The McDonald's in deer run sucks,off-topic,the mcdonald 's in deer run sucks
4240,'351182926609776644',Loudest thunderstorm outside...house is shaking!,off-topic,loudest thunderstorm outside . <repeat> house is shaking !
4241,'351174383672360960',The masarap dog  @ Clive Burger http://t.co/YUoBKn6BOt,off-topic,the masarap dog @ clive burger <url>
4242,'348203093156036609',Canadian Forces chopper just appeared overhead in deep SE Calgary #yycflood #yyc #yyccc,on-topic,canadian forces chopper just appeared overhead in deep se <allcaps> calgary <hashtag> yycflood <hashtag> yyc <hashtag> yyc <elong>
4243,'348968637664735233',". I'm no longer a Jedi. Have not been since before I can remember. If anything, I'm a #Theran Listener now, and a healer.",off-topic,". i 'm no longer a jedi . have not been since before i can remember . if anything , i 'm a <hashtag> theran listener now , and a healer ."
4244,'350088360141922304',@Burkeeboy Nice seeing u 2! I'm just about to watch-who needs great summer weather when u can sit inside &amp; watch BB!! #IHaveAProblem,off-topic,<user> nice seeing u <number> ! i 'm just about to watch-who needs great summer weather when u can sit inside & watch bb <allcaps> ! <repeat> <hashtag> ih <allcaps> aveap <allcaps> roblem
4245,'349621031075459074',@Earth_Pics a beautiful place to live @JayRyan,off-topic,<user> a beautiful place to live <user>
4246,'349391508476133377',"Yes, Vau said, as if he'd been having an internal debate with himself during Skirata's long silence. I'm getting too",off-topic,"yes , vau said , as if he 'd been having an internal debate with himself during skirata 's long silence . i 'm getting too"
4247,'350889631962767363',Regal White Admiral Butterfly http://t.co/BpdUVBL896  @jongardener  Beautiful butterfly in my nackyard,off-topic,regal white admiral butterfly <url> <user> beautiful butterfly in my nackyard
4248,'351627175272792064',"As Jacen approached the Sow Stateroom, one of the guards began to moan for help. The fellow's torso had been cleaved at",off-topic,"as jacen approached the sow stateroom , one of the guards began to moan for help . the fellow 's torso had been cleaved at"
4249,'349050941154144256',7 days till im on a beach,off-topic,<number> days till im on a beach
4250,'350819343342387201',#ihatecasts and just want life to be normal again. 15 weeks and counting is too long.,off-topic,<hashtag> ihatecasts and just want life to be normal again . <number> weeks and counting is too long .
4251,'349400914475487234',@Sarah_Lindell36 urban dictionary is made by ordinary people so sometimes you get messed up definitions,off-topic,<user> urban dictionary is made by ordinary people so sometimes you get messed up definitions
4252,'349613753710546948',Waiting for someone to come home is like waiting for grass to grow #timeisstandingstill #missyou,off-topic,waiting for someone to come home is like waiting for grass to grow <hashtag> timeisstandingstill <hashtag> missyou
4253,'349444097183973376',"Why do people have to ruin things, especially ones you're close to?",off-topic,"why do people have to ruin things , especially ones you 're close to ?"
4254,'351419971185819649',Got a bit dirty the next morning after the camping trip out http://t.co/jeGuUwQ9O4,off-topic,got a bit dirty the next morning after the camping trip out <url>
4255,'351395212385460224',i've made a terrible mistake.,off-topic,i 've made a terrible mistake .
4256,'350834085708566530',@iAMtheKM I'm always ready for a sing-along.,off-topic,<user> i 'm always ready for a sing-along .
4257,'350804675886465025',Dessert @CuisineChateau for Vine &amp; Dine w #coteau du Layon w @hikeski - delicious ! Great night all round! http://t.co/mmojjOWJLZ,off-topic,dessert <user> for vine & dine w <hashtag> coteau du layon w <user> - delicious ! great night all round ! <url>
4259,'351728080441716736',@hainle7 lol you didnt even drink!,off-topic,<user> lol you didnt even drink !
4260,'350410920486379520',"Flames acquire David Jones, O'Brien from Avs for Alex Tanguay, Sarich: The Calgary Flames shipped veteran forward... http://t.co/lWP6rq7WQf",off-topic,"flames acquire david jones , o'brien from avs for alex tanguay , sarich : the calgary flames shipped veteran forward . <repeat> <url>"
4261,'350491896692490240',Ok so tffroyoyyc 17th Ave Sw is my new crack.  I've eaten here like oh... 3 times in the last 5 days http://t.co/KUElHCJhZu,off-topic,ok so tffroyoyyc <number> th ave sw is my new crack . i 've eaten here like oh . <repeat> <number> times in the last <number> days <url>
4262,'350370734079619072',and drop to Anakin's shoulder and waited for the Force to show him the problem.,off-topic,and drop to anakin 's shoulder and waited for the force to show him the problem .
4263,'350283940243832834',"ls were constantly assaulted by the stench of ozone. He ran, using the Force to speed him along and deflect the #billowin",off-topic,"ls were constantly assaulted by the stench of ozone . he ran , using the force to speed him along and deflect the <hashtag> billowin"
4264,'349093295886041091',There are a bunch of stupid idiots beside us fishing a junior chicken out of a garbage can at McDonald's,off-topic,there are a bunch of stupid idiots beside us fishing a junior chicken out of a garbage can at mcdonald 's
4265,'350104378117586944',thank you moderntouchnails ... Best salon in Edmonton  @ Modern Touch http://t.co/V7psAhZBqQ,off-topic,thank you moderntouchnails . <repeat> best salon in edmonton @ modern touch <url>
4266,'351339297070268419',"Well, you most certainly would have to, General, but fortunately, I #don't intend to do that, Treen said, keeping her v",off-topic,"well , you most certainly would have to , general , but fortunately , i <hashtag> do n't intend to do that , treen said , keeping her v"
4267,'349666179381604354',@apricotACR yes! How bout we sit together? No I'm just gonna tell you now we're sitting together :),off-topic,<user> yes ! how bout we sit together ? no i 'm just gon na tell you now we 're sitting together <smile>
4268,'350296510837166081',@MonaBreezy when they feel their life is threatened its really a grey area so many times ppl have claimed self defense and gotten off on it,off-topic,<user> when they feel their life is threatened its really a grey area so many times ppl have claimed self defense and gotten off on it
4269,'350491318193106944',"The reddish creature still stood in the corporal's light, unmoving.",off-topic,"the reddish creature still stood in the corporal 's light , unmoving ."
4270,'348623798830002176',@jessgodin_xo I still wish I was there  it would be too much fun #EdmontonProblems,off-topic,<user> i still wish i was there it would be too much fun <hashtag> edmontonproblems
4271,'348269889129160704',And a nigga still young wanna have no kids!,off-topic,and a nigga still young wan na have no kids !
4272,'351235791931977729',"For you, perhaps, Daala replied. But I'm beginning to see another way to defeat Head of State Fel-a way that won't de",off-topic,"for you , perhaps , daala replied . but i 'm beginning to see another way to defeat head of state fel-a way that wo n't de"
4273,'348893794185408513',I wonder if a strangers ever tweeted about something they've seen me do,off-topic,i wonder if a strangers ever tweeted about something they 've seen me do
4274,'349247162321862656',"@christalpher I doubt it...but if he's into table tennis, show tunes and wood carving I'm fine with all that too.",off-topic,"<user> i doubt it . <repeat> but if he 's into table tennis , show tunes and wood carving i 'm fine with all that too ."
4275,'350451709945982976',@UberFacts: Cuddling with a teddy bear can improve your mood and decrease feelings of loneliness. My life in a nutshell,off-topic,<user> : cuddling with a teddy bear can improve your mood and decrease feelings of loneliness . my life in a nutshell
4276,'350503703557574657',Root beer and rum is possibly the greatest mix ever!,off-topic,root beer and rum is possibly the greatest mix ever !
4277,'350106109215907842',@mxdan316 it's what Bettman and the NHL look at. TV market = revenue,off-topic,<user> it 's what bettman and the nhl <allcaps> look at . tv <allcaps> market = revenue
4278,'349298520701927424',"@CTVCalgary: 4:30 Emerg Update: @Nenshi: This is Calgary, you ask for 1,000 volunteers, you get 5,000 #YYC#yychelps",on-topic,"<user> : <number> emerg update : <user> : this is calgary , you ask for <number> volunteers , you get <number> <hashtag> yyc <allcaps> #yychelps"
4279,'351356752333246465',Really don't think its necessary to stab into an already bloody wound via twitter #MaturityIsLacking,off-topic,really do n't think its necessary to stab into an already bloody wound via twitter <hashtag> maturityislacking
4280,'350062974255370242',"stigate the disaster, feeling compelled to do so. He'd come here merely to find another scavenger--one who might provide",off-topic,"stigate the disaster , feeling compelled to do so . he 'd come here merely to find another scavenger -- one who might provide"
4281,'350259237663944704',@blakeshelton: Ha! Ha! Lets try that again.. Hi Blake Sheldon I'm a big fan!!!! I can't believe that I'm talking to you,off-topic,<user> : ha ! ha ! lets try that again . <repeat> hi blake sheldon i 'm a big fan ! <repeat> i ca n't believe that i 'm talking to you
4282,'349556825768726529',@oilers2012 my ex did this. That's how much of a crazy fuck he is,off-topic,<user> my ex did this . that 's how much of a crazy fuck he is
4283,'351166643948363777',My cat hasn't seem me in a few days so he's really cuddly and sweet &lt;3 or the heat is messing with his head cuz he normally hates me...,off-topic,my cat has n't seem me in a few days so he 's really cuddly and sweet < <number> or the heat is messing with his head cuz he normally hates me . <repeat>
4284,'349032726474682368',"@mahum1995 it's the worst schedule ever. In other news, Calgary is basically shut down.",on-topic,"<user> it 's the worst schedule ever . in other news , calgary is basically shut down ."
4286,'350888893689765888','Twitter' shows up at this time as Trend in Edmonton http://t.co/CoSCGzZIDt,off-topic,` twitter ' shows up at this time as trend in edmonton <url>
4287,'348639513775583232',"The big clean will be starting soon, hope to get our city back @YYCFlood",on-topic,"the big clean will be starting soon , hope to get our city back <user>"
4288,'348431648863428608',#Bruins game day. Some big players need to have big games tonight or this won't end well!,off-topic,<hashtag> bruins game day . some big players need to have big games tonight or this wo n't end well !
4289,'349206897137696768',"Winner of the Exsile Outdoors fishing package during our trip to @RibstoneCreek, Jim Labiuk. @lloydfm",off-topic,"winner of the exsile outdoors fishing package during our trip to <user> , jim labiuk . <user>"
4290,'349690226735718402',"Wind 4.4 km/h SSE. Barometer 999.1 hPa, Steady. Temperature 16.2 C. Rain today 5.4 mm. Humidity 90%",off-topic,"wind <number> km / h sse <allcaps> . barometer <number> hpa , steady . temperature <number> c. rain today <number> mm . humidity <number> %"
4291,'350471882291675141',"@maylee9 yeah, Im so wishy washy about things. I'm probably gonna head to Kelowna instead, fuckit",off-topic,"<user> yeah , im so wishy washy about things . i 'm probably gon na head to kelowna instead , fuckit"
4292,'351102850442604545',"uestions of Uldir's parents, letting them know that their son was all right.",off-topic,"uestions of uldir 's parents , letting them know that their son was all right ."
4293,'348838485970546688',"@antibible_t @religiouscritic interesting, could you please provide where can I get the evidence about the currency used there in that time.",off-topic,"<user> <user> interesting , could you please provide where can i get the evidence about the currency used there in that time ."
4294,'350323592573104128',#startwithwhy  what do you see in your world? @ abundance central http://t.co/axIl6WDUq7,off-topic,<hashtag> startwithwhy what do you see in your world ? @ abundance central <url>
